"GID","ENSEMBL","ENSEMBLTRANS","ENSEMBLPROT"
106897424,"","",""
106890821,"ENSCPUG00000019849","ENSCPUT00000034885.1","ENSCPUP00000029644.1"
106890216,"ENSCPUG00000017206","ENSCPUT00000030006.1","ENSCPUP00000025438.1"
106890216,"ENSCPUG00000017206","",""
106890976,"ENSCPUG00000004746","ENSCPUT00000007877.1","ENSCPUP00000006523.1"
106890976,"ENSCPUG00000004746","",""
106890976,"ENSCPUG00000004746","ENSCPUT00000007880.1","ENSCPUP00000006526.1"
106894997,"ENSCPUG00000018585","ENSCPUT00000032471.1","ENSCPUP00000027590.1"
106891888,"ENSCPUG00000016275","ENSCPUT00000028303.1","ENSCPUP00000024011.1"
106891888,"ENSCPUG00000016275","",""
106891888,"ENSCPUG00000016275","ENSCPUT00000028304.1","ENSCPUP00000024012.1"
106885723,"ENSCPUG00000012513","",""
106885723,"ENSCPUG00000012513","ENSCPUT00000021580.1","ENSCPUP00000018178.1"
106887770,"ENSCPUG00000018295","",""
106887770,"ENSCPUG00000018295","ENSCPUT00000031988.1","ENSCPUP00000027166.1"
106889131,"ENSCPUG00000005925","",""
106889131,"ENSCPUG00000005925","ENSCPUT00000009892.1","ENSCPUP00000008221.1"
106886848,"ENSCPUG00000006953","ENSCPUT00000011704.1","ENSCPUP00000009793.1"
106886182,"ENSCPUG00000002486","ENSCPUT00000003936.1","ENSCPUP00000003247.1"
106886182,"ENSCPUG00000002486","",""
106890534,"","",""
106886482,"ENSCPUG00000011668","ENSCPUT00000020034.1","ENSCPUP00000016913.1"
106885715,"","",""
106900907,"ENSCPUG00000014094","ENSCPUT00000024392.1","ENSCPUP00000020582.1"
106900907,"ENSCPUG00000014094","",""
106886181,"ENSCPUG00000011635","ENSCPUT00000019983.1","ENSCPUP00000016870.1"
106892782,"","",""
106893160,"ENSCPUG00000017890","",""
106893160,"ENSCPUG00000017890","ENSCPUT00000031325.1","ENSCPUP00000026598.1"
106893244,"ENSCPUG00000002159","ENSCPUT00000003477.1","ENSCPUP00000002874.1"
106893244,"ENSCPUG00000002159","",""
106888063,"ENSCPUG00000019446","",""
106888063,"ENSCPUG00000019446","ENSCPUT00000034080.1","ENSCPUP00000028929.1"
106902255,"ENSCPUG00000000537","ENSCPUT00000000796.1","ENSCPUP00000000651.1"
106902180,"ENSCPUG00000008698","ENSCPUT00000014613.1","ENSCPUP00000012272.1"
106902002,"ENSCPUG00000000697","ENSCPUT00000001106.1","ENSCPUP00000000899.1"
106886451,"ENSCPUG00000011939","ENSCPUT00000020540.1","ENSCPUP00000017330.1"
106893719,"","",""
106902251,"ENSCPUG00000010054","ENSCPUT00000017013.1","ENSCPUP00000014288.1"
106902251,"ENSCPUG00000010054","ENSCPUT00000017014.1","ENSCPUP00000014289.1"
106902251,"ENSCPUG00000010054","",""
106896126,"ENSCPUG00000008044","",""
106896126,"ENSCPUG00000008044","ENSCPUT00000013524.1","ENSCPUP00000011359.1"
106902286,"","",""
106899462,"ENSCPUG00000017984","ENSCPUT00000031475.1","ENSCPUP00000026730.1"
106887173,"ENSCPUG00000015011","ENSCPUT00000026106.1","ENSCPUP00000022109.1"
106895810,"","",""
106893696,"ENSCPUG00000016215","ENSCPUT00000028198.1","ENSCPUP00000023919.1"
106898650,"","",""
106892803,"ENSCPUG00000014636","",""
106892803,"ENSCPUG00000014636","ENSCPUT00000025377.1","ENSCPUP00000021472.1"
106887692,"ENSCPUG00000010373","ENSCPUT00000017630.1","ENSCPUP00000014829.1"
106894018,"ENSCPUG00000005665","ENSCPUT00000009462.1","ENSCPUP00000007844.1"
106890445,"ENSCPUG00000017588","ENSCPUT00000030763.1","ENSCPUP00000026103.1"
106893272,"ENSCPUG00000002598","ENSCPUT00000004180.1","ENSCPUP00000003451.1"
106902671,"","",""
106900139,"","",""
106902854,"ENSCPUG00000012726","ENSCPUT00000021984.1","ENSCPUP00000018518.1"
106890779,"ENSCPUG00000019586","ENSCPUT00000034376.1","ENSCPUP00000029193.1"
106889637,"","",""
106894451,"ENSCPUG00000019906","ENSCPUT00000034967.1","ENSCPUP00000029716.1"
106894451,"ENSCPUG00000019906","",""
106892452,"","",""
106896236,"ENSCPUG00000008253","ENSCPUT00000013868.1","ENSCPUP00000011642.1"
106898130,"ENSCPUG00000001244","ENSCPUT00000001946.1","ENSCPUP00000001606.1"
106898130,"ENSCPUG00000001244","ENSCPUT00000001949.1","ENSCPUP00000001609.1"
106889522,"ENSCPUG00000016184","ENSCPUT00000028129.1","ENSCPUP00000023856.1"
106889522,"ENSCPUG00000016184","ENSCPUT00000028128.1","ENSCPUP00000023855.1"
106889522,"ENSCPUG00000016184","",""
106899143,"","",""
106901154,"ENSCPUG00000002521","ENSCPUT00000004004.1","ENSCPUP00000003313.1"
106901154,"ENSCPUG00000002521","ENSCPUT00000004008.1","ENSCPUP00000003317.1"
106901154,"ENSCPUG00000002521","ENSCPUT00000004016.1","ENSCPUP00000003325.1"
106901154,"ENSCPUG00000002521","ENSCPUT00000004013.1","ENSCPUP00000003322.1"
106888176,"","",""
106891133,"","",""
106892378,"ENSCPUG00000018135","ENSCPUT00000031718.1","ENSCPUP00000026935.1"
106892378,"ENSCPUG00000018135","ENSCPUT00000031719.1","ENSCPUP00000026936.1"
106885652,"ENSCPUG00000012757","ENSCPUT00000022040.1","ENSCPUP00000018570.1"
106885627,"ENSCPUG00000012286","",""
106885627,"ENSCPUG00000012286","ENSCPUT00000021133.1","ENSCPUP00000017842.1"
106885686,"","",""
106892366,"","",""
106892368,"","",""
106901378,"ENSCPUG00000015342","ENSCPUT00000026661.1","ENSCPUP00000022602.1"
106901378,"ENSCPUG00000015342","",""
106891015,"ENSCPUG00000004213","ENSCPUT00000006986.1","ENSCPUP00000005755.1"
106900602,"","",""
106895535,"","",""
106885350,"ENSCPUG00000019613","ENSCPUT00000034456.1","ENSCPUP00000029268.1"
106900986,"ENSCPUG00000003109","ENSCPUT00000005044.1","ENSCPUP00000004166.1"
106901253,"ENSCPUG00000002816","ENSCPUT00000004483.1","ENSCPUP00000003674.1"
106901253,"ENSCPUG00000002816","",""
106889296,"ENSCPUG00000007165","ENSCPUT00000012083.1","ENSCPUP00000010121.1"
106896469,"ENSCPUG00000013752","",""
106896469,"ENSCPUG00000013752","ENSCPUT00000023793.1","ENSCPUP00000020086.1"
106884975,"","",""
106887224,"ENSCPUG00000015243","ENSCPUT00000026501.1","ENSCPUP00000022463.1"
106886053,"ENSCPUG00000006605","ENSCPUT00000011073.1","ENSCPUP00000009267.1"
106902658,"","",""
106893981,"ENSCPUG00000001552","ENSCPUT00000007931.1","ENSCPUP00000006569.1"
106901527,"ENSCPUG00000012681","ENSCPUT00000021887.1","ENSCPUP00000018428.1"
106897029,"ENSCPUG00000004012","ENSCPUT00000006642.1","ENSCPUP00000005473.1"
106898521,"ENSCPUG00000015770","ENSCPUT00000027378.1","ENSCPUP00000023213.1"
106893403,"ENSCPUG00000015534","ENSCPUT00000026958.1","ENSCPUP00000022860.1"
106894632,"ENSCPUG00000009972","ENSCPUT00000016857.1","ENSCPUP00000014145.1"
106894632,"ENSCPUG00000009972","ENSCPUT00000016858.1","ENSCPUP00000014146.1"
106894632,"ENSCPUG00000009972","ENSCPUT00000016860.1","ENSCPUP00000014148.1"
106894238,"ENSCPUG00000015274","ENSCPUT00000026537.1","ENSCPUP00000022495.1"
106889552,"ENSCPUG00000016189","ENSCPUT00000028137.1","ENSCPUP00000023864.1"
106887292,"ENSCPUG00000015939","ENSCPUT00000027699.1","ENSCPUP00000023496.1"
106887292,"ENSCPUG00000015939","",""
106901999,"ENSCPUG00000007710","ENSCPUT00000012968.1","ENSCPUP00000010872.1"
106884752,"","",""
106900968,"ENSCPUG00000000728","ENSCPUT00000001151.1","ENSCPUP00000000938.1"
106884715,"ENSCPUG00000016836","",""
106884715,"ENSCPUG00000016836","ENSCPUT00000029298.1","ENSCPUP00000024868.1"
106887663,"ENSCPUG00000012640","",""
106887663,"ENSCPUG00000012640","ENSCPUT00000021809.1","ENSCPUP00000018357.1"
106887663,"ENSCPUG00000012640","ENSCPUT00000021811.1","ENSCPUP00000018359.1"
106902586,"ENSCPUG00000014725","ENSCPUT00000025566.1","ENSCPUP00000021630.1"
106902586,"ENSCPUG00000014725","ENSCPUT00000025568.1","ENSCPUP00000021632.1"
106896950,"ENSCPUG00000006099","ENSCPUT00000010177.1","ENSCPUP00000008479.1"
106897528,"ENSCPUG00000010277","ENSCPUT00000017439.1","ENSCPUP00000014655.1"
106897528,"ENSCPUG00000010277","ENSCPUT00000017440.1","ENSCPUP00000014656.1"
106893800,"","",""
106887751,"","",""
106895678,"ENSCPUG00000006688","ENSCPUT00000011218.1","ENSCPUP00000009398.1"
106895678,"ENSCPUG00000006688","",""
106887709,"","",""
106893837,"","",""
106886161,"ENSCPUG00000011181","",""
106886161,"ENSCPUG00000011181","ENSCPUT00000019123.1","ENSCPUP00000016133.1"
106902401,"ENSCPUG00000012826","ENSCPUT00000022161.1","ENSCPUP00000018672.1"
106889324,"ENSCPUG00000007028","ENSCPUT00000011863.1","ENSCPUP00000009933.1"
106889324,"ENSCPUG00000007028","",""
106889324,"ENSCPUG00000007028","ENSCPUT00000011859.1","ENSCPUP00000009929.1"
106893949,"ENSCPUG00000001537","ENSCPUT00000002415.1","ENSCPUP00000002004.1"
106888862,"","",""
106893963,"","",""
106886133,"ENSCPUG00000009579","",""
106886133,"ENSCPUG00000009579","ENSCPUT00000018747.1","ENSCPUP00000015802.1"
106886133,"ENSCPUG00000009579","ENSCPUT00000018746.1","ENSCPUP00000015801.1"
106891518,"","",""
106884558,"ENSCPUG00000007517","ENSCPUT00000012630.1","ENSCPUP00000010591.1"
106892649,"","",""
106890281,"ENSCPUG00000017111","",""
106890281,"ENSCPUG00000017111","ENSCPUT00000029837.1","ENSCPUP00000025307.1"
106890281,"ENSCPUG00000017111","ENSCPUT00000029836.1","ENSCPUP00000025306.1"
106889286,"ENSCPUG00000009327","ENSCPUT00000016533.1","ENSCPUP00000013849.1"
106887243,"","",""
106902386,"ENSCPUG00000013495","ENSCPUT00000023340.1","ENSCPUP00000019669.1"
106895566,"","",""
106888863,"ENSCPUG00000016990","",""
106888863,"ENSCPUG00000016990","ENSCPUT00000029604.1","ENSCPUP00000025106.1"
106898290,"ENSCPUG00000006906","ENSCPUT00000011631.1","ENSCPUP00000009730.1"
106889045,"ENSCPUG00000005812","ENSCPUT00000009692.1","ENSCPUP00000008044.1"
106890456,"","",""
106898656,"","",""
106885383,"ENSCPUG00000015087","ENSCPUT00000026229.1","ENSCPUP00000022216.1"
106890474,"","",""
106898661,"ENSCPUG00000003266","",""
106898661,"ENSCPUG00000003266","ENSCPUT00000005319.1","ENSCPUP00000004399.1"
106898661,"ENSCPUG00000003266","ENSCPUT00000005323.1","ENSCPUP00000004402.1"
106898661,"ENSCPUG00000003266","ENSCPUT00000005331.1","ENSCPUP00000004409.1"
106898661,"ENSCPUG00000003266","ENSCPUT00000005334.1","ENSCPUP00000004412.1"
106898661,"ENSCPUG00000003266","ENSCPUT00000005335.1","ENSCPUP00000004413.1"
106898661,"ENSCPUG00000003266","ENSCPUT00000005328.1","ENSCPUP00000004406.1"
106901850,"ENSCPUG00000010938","ENSCPUT00000019642.1","ENSCPUP00000016577.1"
106901850,"ENSCPUG00000010938","",""
106899073,"ENSCPUG00000014620","ENSCPUT00000025725.1","ENSCPUP00000021775.1"
106888954,"ENSCPUG00000016993","ENSCPUT00000029610.1","ENSCPUP00000025109.1"
106890420,"ENSCPUG00000002796","",""
106890420,"ENSCPUG00000002796","ENSCPUT00000004451.1","ENSCPUP00000003649.1"
106890420,"ENSCPUG00000002796","ENSCPUT00000004448.1","ENSCPUP00000003646.1"
106884795,"ENSCPUG00000016647","",""
106884795,"ENSCPUG00000016647","ENSCPUT00000028952.1","ENSCPUP00000024566.1"
106884795,"ENSCPUG00000016647","ENSCPUT00000028954.1","ENSCPUP00000024568.1"
106884795,"ENSCPUG00000016647","ENSCPUT00000028955.1","ENSCPUP00000024569.1"
106901296,"ENSCPUG00000015519","",""
106901296,"ENSCPUG00000015519","ENSCPUT00000026923.1","ENSCPUP00000022826.1"
106893631,"ENSCPUG00000004064","ENSCPUT00000006738.1","ENSCPUP00000005555.1"
106893631,"ENSCPUG00000004064","ENSCPUT00000006734.1","ENSCPUP00000005550.1"
106893631,"ENSCPUG00000004064","",""
106893631,"ENSCPUG00000004064","ENSCPUT00000006742.1","ENSCPUP00000005558.1"
106893631,"ENSCPUG00000004064","ENSCPUT00000006757.1","ENSCPUP00000005571.1"
106895174,"ENSCPUG00000000470","",""
106895174,"ENSCPUG00000000470","ENSCPUT00000000682.1","ENSCPUP00000000553.1"
106895174,"ENSCPUG00000000470","ENSCPUT00000000725.1","ENSCPUP00000000589.1"
106895174,"ENSCPUG00000000470","ENSCPUT00000000765.1","ENSCPUP00000000621.1"
106902149,"ENSCPUG00000015200","",""
106902149,"ENSCPUG00000015200","ENSCPUT00000027757.1","ENSCPUP00000023533.1"
106898049,"ENSCPUG00000000481","ENSCPUT00000000704.1","ENSCPUP00000000573.1"
106894637,"","",""
106901327,"ENSCPUG00000015590","ENSCPUT00000027050.1","ENSCPUP00000022948.1"
106886441,"ENSCPUG00000011960","ENSCPUT00000020570.1","ENSCPUP00000017357.1"
106884962,"ENSCPUG00000017412","ENSCPUT00000030630.1","ENSCPUP00000025988.1"
106898633,"ENSCPUG00000003337","ENSCPUT00000005444.1","ENSCPUP00000004513.1"
106898633,"ENSCPUG00000003337","ENSCPUT00000005446.1","ENSCPUP00000004514.1"
106901234,"ENSCPUG00000015317","",""
106901234,"ENSCPUG00000015317","ENSCPUT00000026617.1","ENSCPUP00000022564.1"
106893878,"ENSCPUG00000001944","ENSCPUT00000003055.1","ENSCPUP00000002533.1"
106884836,"ENSCPUG00000010601","ENSCPUT00000018041.1","ENSCPUP00000015210.1"
106884836,"ENSCPUG00000010601","ENSCPUT00000018040.1","ENSCPUP00000015209.1"
106884836,"ENSCPUG00000010601","ENSCPUT00000018039.1","ENSCPUP00000015208.1"
106893144,"","",""
106887603,"","",""
106899943,"ENSCPUG00000008421","ENSCPUT00000014136.1","ENSCPUP00000011878.1"
106900485,"ENSCPUG00000005670","ENSCPUT00000009467.1","ENSCPUP00000007848.1"
106885510,"ENSCPUG00000010879","ENSCPUT00000018549.1","ENSCPUP00000015634.1"
106891033,"ENSCPUG00000004750","ENSCPUT00000007886.1","ENSCPUP00000006532.1"
106887634,"ENSCPUG00000009755","ENSCPUT00000016432.1","ENSCPUP00000013776.1"
106902272,"ENSCPUG00000010344","ENSCPUT00000017568.1","ENSCPUP00000014777.1"
106902272,"ENSCPUG00000010344","",""
106902272,"ENSCPUG00000010344","ENSCPUT00000017569.1","ENSCPUP00000014778.1"
106898109,"ENSCPUG00000000505","ENSCPUT00000000786.1","ENSCPUP00000000642.1"
106885494,"","",""
106884776,"ENSCPUG00000010709","ENSCPUT00000018223.1","ENSCPUP00000015376.1"
106884776,"ENSCPUG00000010709","ENSCPUT00000018224.1","ENSCPUP00000015377.1"
106889189,"","",""
106885461,"","",""
106896750,"ENSCPUG00000004931","ENSCPUT00000008369.1","ENSCPUP00000006946.1"
106896750,"ENSCPUG00000004931","",""
106896436,"ENSCPUG00000013736","ENSCPUT00000023772.1","ENSCPUP00000020068.1"
106888821,"","",""
106892999,"ENSCPUG00000011469","ENSCPUT00000019665.1","ENSCPUP00000016600.1"
106888852,"","",""
106893995,"","",""
106894129,"ENSCPUG00000006568","ENSCPUT00000010998.1","ENSCPUP00000009213.1"
106894129,"ENSCPUG00000006568","",""
106894129,"ENSCPUG00000006568","ENSCPUT00000011003.1","ENSCPUP00000009214.1"
106887592,"ENSCPUG00000010127","ENSCPUT00000017158.1","ENSCPUP00000014398.1"
106888088,"","",""
106894184,"ENSCPUG00000009829","ENSCPUT00000016583.1","ENSCPUP00000013899.1"
106893059,"ENSCPUG00000017921","ENSCPUT00000031376.1","ENSCPUP00000026639.1"
106892750,"","",""
106896677,"","",""
106902227,"ENSCPUG00000002346","ENSCPUT00000003727.1","ENSCPUP00000003062.1"
106902227,"ENSCPUG00000002346","",""
106885404,"","",""
106889034,"ENSCPUG00000002930","ENSCPUT00000004691.1","ENSCPUP00000003840.1"
106890131,"ENSCPUG00000017139","ENSCPUT00000029890.1","ENSCPUP00000025340.1"
106890131,"ENSCPUG00000017139","",""
106894014,"","",""
106897704,"ENSCPUG00000006256","ENSCPUT00000010480.1","ENSCPUP00000008763.1"
106898344,"","",""
106901722,"ENSCPUG00000013098","ENSCPUT00000022582.1","ENSCPUP00000019014.1"
106891902,"","",""
106902200,"ENSCPUG00000016016","ENSCPUT00000027820.1","ENSCPUP00000023589.1"
106902200,"ENSCPUG00000016016","",""
106902678,"ENSCPUG00000017789","ENSCPUT00000031113.1","ENSCPUP00000026410.1"
106902678,"ENSCPUG00000017789","ENSCPUT00000031112.1","ENSCPUP00000026409.1"
106902678,"ENSCPUG00000017789","",""
106902678,"ENSCPUG00000017789","ENSCPUT00000031111.1","ENSCPUP00000026408.1"
106896327,"ENSCPUG00000006705","",""
106896327,"ENSCPUG00000006705","ENSCPUT00000011251.1","ENSCPUP00000009429.1"
106896327,"ENSCPUG00000006705","ENSCPUT00000011255.1","ENSCPUP00000009433.1"
106896327,"ENSCPUG00000006705","ENSCPUT00000011248.1","ENSCPUP00000009427.1"
106896327,"ENSCPUG00000006705","ENSCPUT00000011257.1","ENSCPUP00000009435.1"
106897792,"ENSCPUG00000007420","ENSCPUT00000012480.1","ENSCPUP00000010458.1"
106892314,"ENSCPUG00000017668","ENSCPUT00000030900.1","ENSCPUP00000026227.1"
106898626,"ENSCPUG00000001850","",""
106898626,"ENSCPUG00000001850","ENSCPUT00000002910.1","ENSCPUP00000002414.1"
106901120,"ENSCPUG00000003776","ENSCPUT00000006234.1","ENSCPUP00000005139.1"
106896898,"ENSCPUG00000005823","ENSCPUT00000009707.1","ENSCPUP00000008057.1"
106890887,"ENSCPUG00000019935","",""
106890887,"ENSCPUG00000019935","ENSCPUT00000035018.1","ENSCPUP00000029764.1"
106889434,"ENSCPUG00000003474","",""
106889434,"ENSCPUG00000003474","ENSCPUT00000005689.1","ENSCPUP00000004692.1"
106889434,"ENSCPUG00000003474","ENSCPUT00000005692.1","ENSCPUP00000004696.1"
106889434,"ENSCPUG00000003474","ENSCPUT00000005709.1","ENSCPUP00000004712.1"
106894910,"ENSCPUG00000018390","",""
106894910,"ENSCPUG00000018390","ENSCPUT00000032169.1","ENSCPUP00000027325.1"
106894910,"ENSCPUG00000018390","ENSCPUT00000032168.1","ENSCPUP00000027324.1"
106894910,"ENSCPUG00000018390","ENSCPUT00000032170.1","ENSCPUP00000027326.1"
106899475,"ENSCPUG00000017979","ENSCPUT00000031466.1","ENSCPUP00000026722.1"
106899475,"ENSCPUG00000017979","",""
106899475,"ENSCPUG00000017979","ENSCPUT00000031469.1","ENSCPUP00000026725.1"
106899475,"ENSCPUG00000017979","ENSCPUT00000031467.1","ENSCPUP00000026723.1"
106899475,"ENSCPUG00000017979","ENSCPUT00000031468.1","ENSCPUP00000026724.1"
106894268,"ENSCPUG00000019533","ENSCPUT00000034258.1","ENSCPUP00000029080.1"
106894268,"ENSCPUG00000019533","ENSCPUT00000034260.1","ENSCPUP00000029082.1"
106896621,"","",""
106889280,"ENSCPUG00000007103","ENSCPUT00000012003.1","ENSCPUP00000010049.1"
106893778,"ENSCPUG00000017364","ENSCPUT00000030338.1","ENSCPUP00000025719.1"
106891442,"ENSCPUG00000010581","ENSCPUT00000018011.1","ENSCPUP00000015184.1"
106891785,"ENSCPUG00000010342","ENSCPUT00000017570.1","ENSCPUP00000014779.1"
106890790,"ENSCPUG00000019863","ENSCPUT00000034909.1","ENSCPUP00000029666.1"
106890790,"ENSCPUG00000019863","",""
106894001,"","",""
106901445,"ENSCPUG00000013761","ENSCPUT00000023816.1","ENSCPUP00000020107.1"
106893953,"","",""
106894603,"ENSCPUG00000001737","",""
106894603,"ENSCPUG00000001737","ENSCPUT00000002726.1","ENSCPUP00000002268.1"
106894603,"ENSCPUG00000001737","ENSCPUT00000002731.1","ENSCPUP00000002273.1"
106889623,"ENSCPUG00000018815","ENSCPUT00000032868.1","ENSCPUP00000027933.1"
106889623,"ENSCPUG00000018815","",""
106889623,"ENSCPUG00000018815","ENSCPUT00000032869.1","ENSCPUP00000027934.1"
106902470,"ENSCPUG00000012884","ENSCPUT00000022260.1","ENSCPUP00000018760.1"
106896821,"ENSCPUG00000006254","",""
106896821,"ENSCPUG00000006254","ENSCPUT00000010473.1","ENSCPUP00000008757.1"
106896821,"ENSCPUG00000006254","ENSCPUT00000010477.1","ENSCPUP00000008761.1"
106885496,"ENSCPUG00000010868","ENSCPUT00000018536.1","ENSCPUP00000015624.1"
106885496,"ENSCPUG00000010868","",""
106886632,"","",""
106901454,"ENSCPUG00000012957","",""
106901454,"ENSCPUG00000012957","ENSCPUT00000022371.1","ENSCPUP00000018861.1"
106901454,"ENSCPUG00000012957","ENSCPUT00000022374.1","ENSCPUP00000018864.1"
106886207,"","",""
106897013,"ENSCPUG00000011427","ENSCPUT00000019580.1","ENSCPUP00000016516.1"
106888462,"ENSCPUG00000015066","ENSCPUT00000026198.1","ENSCPUP00000022188.1"
106892519,"ENSCPUG00000008009","ENSCPUT00000013462.1","ENSCPUP00000011298.1"
106892519,"ENSCPUG00000008009","",""
106892519,"ENSCPUG00000008009","ENSCPUT00000013465.1","ENSCPUP00000011301.1"
106897141,"ENSCPUG00000003970","",""
106897141,"ENSCPUG00000003970","ENSCPUT00000006567.1","ENSCPUP00000005404.1"
106897141,"ENSCPUG00000003970","ENSCPUT00000006569.1","ENSCPUP00000005406.1"
106897141,"ENSCPUG00000003970","ENSCPUT00000006575.1","ENSCPUP00000005412.1"
106892189,"ENSCPUG00000017073","ENSCPUT00000029770.1","ENSCPUP00000025250.1"
106901697,"ENSCPUG00000009239","ENSCPUT00000015549.1","ENSCPUP00000013008.1"
106901697,"ENSCPUG00000009239","",""
106891798,"ENSCPUG00000010973","",""
106891798,"ENSCPUG00000010973","ENSCPUT00000018736.1","ENSCPUP00000015791.1"
106894560,"ENSCPUG00000020019","ENSCPUT00000035179.1","ENSCPUP00000029902.1"
106892864,"ENSCPUG00000000467","",""
106892864,"ENSCPUG00000000467","ENSCPUT00000000687.1","ENSCPUP00000000558.1"
106892864,"ENSCPUG00000000467","ENSCPUT00000000671.1","ENSCPUP00000000542.1"
106885188,"ENSCPUG00000019323","ENSCPUT00000033845.1","ENSCPUP00000028746.1"
106885188,"ENSCPUG00000019323","",""
106884803,"ENSCPUG00000016544","ENSCPUT00000028753.1","ENSCPUP00000024385.1"
106884803,"ENSCPUG00000016544","ENSCPUT00000028754.1","ENSCPUP00000024386.1"
106884803,"ENSCPUG00000016544","ENSCPUT00000028755.1","ENSCPUP00000024387.1"
106884803,"ENSCPUG00000016544","",""
106899038,"ENSCPUG00000006848","ENSCPUT00000011519.1","ENSCPUP00000009635.1"
106894691,"","",""
106897433,"ENSCPUG00000009073","ENSCPUT00000015258.1","ENSCPUP00000012770.1"
106897433,"ENSCPUG00000009073","",""
106897433,"ENSCPUG00000009073","ENSCPUT00000015262.1","ENSCPUP00000012774.1"
106897433,"ENSCPUG00000009073","ENSCPUT00000015263.1","ENSCPUP00000012775.1"
106895184,"ENSCPUG00000008188","ENSCPUT00000013746.1","ENSCPUP00000011537.1"
106895184,"ENSCPUG00000008188","ENSCPUT00000013749.1","ENSCPUP00000011540.1"
106899365,"ENSCPUG00000016803","ENSCPUT00000029241.1","ENSCPUP00000024817.1"
106891667,"ENSCPUG00000008855","ENSCPUT00000014866.1","ENSCPUP00000012494.1"
106888230,"ENSCPUG00000001800","ENSCPUT00000002832.1","ENSCPUP00000002349.1"
106884693,"ENSCPUG00000016994","ENSCPUT00000030366.1","ENSCPUP00000025747.1"
106885757,"ENSCPUG00000012232","ENSCPUT00000021038.1","ENSCPUP00000017758.1"
106890055,"ENSCPUG00000015378","ENSCPUT00000026721.1","ENSCPUP00000022659.1"
106896656,"ENSCPUG00000003401","",""
106896656,"ENSCPUG00000003401","ENSCPUT00000005551.1","ENSCPUP00000004589.1"
106901886,"ENSCPUG00000014890","ENSCPUT00000025875.1","ENSCPUP00000021906.1"
106901886,"ENSCPUG00000014890","",""
106901886,"ENSCPUG00000014890","ENSCPUT00000025877.1","ENSCPUP00000021908.1"
106899728,"","",""
106898749,"","",""
106888171,"ENSCPUG00000009720","ENSCPUT00000016367.1","ENSCPUP00000013714.1"
106890636,"ENSCPUG00000018628","ENSCPUT00000032556.1","ENSCPUP00000027671.1"
106901552,"ENSCPUG00000009017","ENSCPUT00000015144.1","ENSCPUP00000012692.1"
106892414,"ENSCPUG00000017941","ENSCPUT00000031407.1","ENSCPUP00000026667.1"
106899682,"ENSCPUG00000002575","ENSCPUT00000004089.1","ENSCPUP00000003378.1"
106887954,"","",""
106885093,"ENSCPUG00000018994","",""
106885093,"ENSCPUG00000018994","ENSCPUT00000033209.1","ENSCPUP00000028203.1"
106885093,"ENSCPUG00000018994","ENSCPUT00000033208.1","ENSCPUP00000028202.1"
106885093,"ENSCPUG00000018994","ENSCPUT00000033207.1","ENSCPUP00000028201.1"
106902260,"ENSCPUG00000010075","ENSCPUT00000017051.1","ENSCPUP00000014318.1"
106902260,"ENSCPUG00000010075","ENSCPUT00000017049.1","ENSCPUP00000014316.1"
106902260,"ENSCPUG00000010075","",""
106902260,"ENSCPUG00000010075","ENSCPUT00000017050.1","ENSCPUP00000014317.1"
106894599,"ENSCPUG00000019903","ENSCPUT00000034963.1","ENSCPUP00000029712.1"
106890580,"ENSCPUG00000010163","",""
106890580,"ENSCPUG00000010163","ENSCPUT00000017223.1","ENSCPUP00000014460.1"
106890580,"ENSCPUG00000010163","ENSCPUT00000017222.1","ENSCPUP00000014459.1"
106902677,"","",""
106893310,"ENSCPUG00000000971","",""
106893310,"ENSCPUG00000000971","ENSCPUT00000001517.1","ENSCPUP00000001262.1"
106890758,"ENSCPUG00000018668","ENSCPUT00000032630.1","ENSCPUP00000027735.1"
106890758,"ENSCPUG00000018668","",""
106900995,"","",""
106902105,"ENSCPUG00000007134","ENSCPUT00000012030.1","ENSCPUP00000010072.1"
106900446,"","",""
106902283,"ENSCPUG00000008776","ENSCPUT00000014743.1","ENSCPUP00000012391.1"
106896698,"ENSCPUG00000004445","ENSCPUT00000007385.1","ENSCPUP00000006089.1"
106885429,"","",""
106902514,"ENSCPUG00000012996","ENSCPUT00000022439.1","ENSCPUP00000018919.1"
106902514,"ENSCPUG00000012996","",""
106894852,"ENSCPUG00000017804","ENSCPUT00000031151.1","ENSCPUP00000026447.1"
106899349,"","",""
106889581,"ENSCPUG00000009278","",""
106889581,"ENSCPUG00000009278","ENSCPUT00000015608.1","ENSCPUP00000013054.1"
106901889,"ENSCPUG00000014899","ENSCPUT00000025887.1","ENSCPUP00000021914.1"
106901889,"ENSCPUG00000014899","ENSCPUT00000025889.1","ENSCPUP00000021915.1"
106885234,"ENSCPUG00000000803","ENSCPUT00000002231.1","ENSCPUP00000001845.1"
106894375,"ENSCPUG00000001911","ENSCPUT00000002995.1","ENSCPUP00000002476.1"
106894375,"ENSCPUG00000001911","ENSCPUT00000002996.1","ENSCPUP00000002477.1"
106894981,"ENSCPUG00000018571","ENSCPUT00000032450.1","ENSCPUP00000027572.1"
106886740,"ENSCPUG00000014010","",""
106886740,"ENSCPUG00000014010","ENSCPUT00000024256.1","ENSCPUP00000020481.1"
106886740,"ENSCPUG00000014010","ENSCPUT00000024255.1","ENSCPUP00000020480.1"
106893974,"ENSCPUG00000005017","",""
