"GID","GENETYPE"
106901852,"protein-coding"
106890175,"protein-coding"
106897182,"protein-coding"
106887473,"protein-coding"
106890752,"protein-coding"
106889204,"protein-coding"
106899025,"protein-coding"
106902340,"protein-coding"
106894540,"protein-coding"
106894524,"protein-coding"
106887215,"protein-coding"
106900218,"protein-coding"
106886130,"protein-coding"
106901546,"protein-coding"
106892900,"protein-coding"
106902318,"protein-coding"
106901611,"protein-coding"
106898492,"protein-coding"
106902458,"protein-coding"
106895283,"protein-coding"
106888542,"protein-coding"
106892313,"protein-coding"
106899236,"protein-coding"
106895834,"protein-coding"
106897177,"protein-coding"
106885736,"protein-coding"
106890785,"protein-coding"
106890890,"protein-coding"
106892553,"protein-coding"
106901800,"protein-coding"
106902463,"protein-coding"
106888612,"protein-coding"
106894378,"protein-coding"
106889610,"protein-coding"
106887586,"protein-coding"
106897369,"protein-coding"
106890615,"protein-coding"
106895227,"protein-coding"
106900542,"protein-coding"
106899098,"protein-coding"
106899764,"protein-coding"
106892872,"protein-coding"
106896719,"protein-coding"
106900741,"protein-coding"
106894729,"protein-coding"
106892144,"protein-coding"
106891858,"protein-coding"
106890604,"protein-coding"
106897524,"protein-coding"
106896148,"protein-coding"
106888456,"protein-coding"
106887845,"protein-coding"
106900651,"protein-coding"
106893269,"protein-coding"
106891114,"protein-coding"
106893858,"protein-coding"
106887119,"protein-coding"
106899327,"protein-coding"
106891413,"protein-coding"
106897436,"protein-coding"
106897299,"protein-coding"
106889793,"protein-coding"
106897959,"protein-coding"
106890018,"protein-coding"
106891517,"protein-coding"
106886959,"protein-coding"
106902435,"protein-coding"
106890076,"protein-coding"
106897319,"protein-coding"
106885410,"protein-coding"
106888986,"protein-coding"
106887659,"protein-coding"
106902836,"protein-coding"
106887252,"protein-coding"
106885532,"protein-coding"
106895317,"protein-coding"
106887123,"protein-coding"
106902798,"protein-coding"
106899006,"protein-coding"
106889622,"protein-coding"
106901326,"protein-coding"
106901271,"protein-coding"
106895900,"protein-coding"
106901887,"protein-coding"
106894629,"protein-coding"
106901216,"protein-coding"
106895556,"protein-coding"
106891022,"protein-coding"
106899437,"protein-coding"
106893114,"protein-coding"
106898217,"protein-coding"
106887049,"protein-coding"
106885741,"protein-coding"
106895583,"protein-coding"
106892278,"protein-coding"
106901126,"protein-coding"
106884557,"protein-coding"
106895938,"protein-coding"
106885518,"protein-coding"
106893510,"protein-coding"
106888920,"protein-coding"
106892467,"protein-coding"
106894115,"protein-coding"
106889603,"protein-coding"
106886392,"protein-coding"
106888627,"protein-coding"
106898872,"protein-coding"
106898503,"protein-coding"
106891584,"protein-coding"
106890109,"protein-coding"
106891599,"protein-coding"
106889242,"protein-coding"
106884572,"protein-coding"
106891259,"protein-coding"
106892056,"protein-coding"
106891994,"protein-coding"
106899999,"protein-coding"
106896310,"protein-coding"
106894844,"protein-coding"
106899467,"protein-coding"
106897736,"protein-coding"
106891212,"protein-coding"
106889348,"protein-coding"
106888167,"protein-coding"
106892453,"protein-coding"
106899398,"protein-coding"
106899717,"protein-coding"
106889773,"protein-coding"
106902347,"protein-coding"
106897259,"protein-coding"
106894712,"protein-coding"
106900565,"protein-coding"
106901282,"protein-coding"
106884848,"protein-coding"
106886815,"protein-coding"
106886168,"protein-coding"
106900009,"protein-coding"
106901793,"protein-coding"
106887096,"protein-coding"
106884780,"protein-coding"
106898235,"protein-coding"
106896437,"protein-coding"
106898279,"protein-coding"
106898742,"protein-coding"
106890151,"protein-coding"
106894437,"protein-coding"
106893284,"protein-coding"
106890655,"protein-coding"
106891400,"protein-coding"
106898746,"protein-coding"
106897277,"protein-coding"
106896187,"protein-coding"
106889786,"protein-coding"
106886115,"protein-coding"
106899294,"protein-coding"
106888256,"protein-coding"
106890142,"protein-coding"
106902403,"protein-coding"
106896893,"protein-coding"
106892363,"protein-coding"
106887217,"protein-coding"
106902895,"protein-coding"
106892291,"protein-coding"
106894026,"protein-coding"
106885753,"protein-coding"
106886741,"protein-coding"
106892398,"protein-coding"
106891800,"protein-coding"
106896072,"protein-coding"
106901633,"protein-coding"
106885678,"protein-coding"
106891463,"protein-coding"
106894277,"protein-coding"
106885256,"protein-coding"
106887960,"protein-coding"
106893222,"protein-coding"
106887122,"protein-coding"
106887239,"protein-coding"
106899007,"protein-coding"
106887329,"protein-coding"
106892454,"protein-coding"
106893753,"protein-coding"
106897042,"protein-coding"
106902786,"protein-coding"
106892984,"protein-coding"
106892950,"protein-coding"
106902800,"protein-coding"
106902790,"protein-coding"
106899117,"protein-coding"
106894621,"protein-coding"
106902451,"protein-coding"
106885587,"protein-coding"
106889147,"protein-coding"
106885048,"protein-coding"
106889589,"protein-coding"
106890200,"protein-coding"
106886146,"protein-coding"
106894159,"protein-coding"
106899114,"protein-coding"
106891459,"protein-coding"
106891230,"protein-coding"
106902271,"protein-coding"
106899372,"protein-coding"
106895867,"protein-coding"
106889972,"protein-coding"
106887988,"protein-coding"
106889257,"protein-coding"
106889973,"protein-coding"
106892549,"protein-coding"
106895090,"protein-coding"
106896018,"protein-coding"
106889560,"protein-coding"
106895393,"protein-coding"
106897019,"protein-coding"
106888245,"protein-coding"
106889102,"protein-coding"
106886093,"protein-coding"
106890136,"protein-coding"
106900933,"protein-coding"
106894575,"protein-coding"
106889089,"protein-coding"
106885363,"protein-coding"
106901242,"protein-coding"
106889255,"protein-coding"
106886841,"protein-coding"
106891927,"protein-coding"
106900577,"protein-coding"
106885272,"protein-coding"
106891786,"protein-coding"
106901686,"protein-coding"
106896135,"protein-coding"
106893640,"protein-coding"
106895461,"protein-coding"
106894933,"protein-coding"
106894291,"protein-coding"
106892331,"protein-coding"
106893932,"protein-coding"
106901221,"protein-coding"
106901134,"protein-coding"
106887163,"protein-coding"
106892257,"protein-coding"
106893565,"protein-coding"
106901121,"protein-coding"
106895243,"protein-coding"
106897664,"protein-coding"
106889811,"protein-coding"
106887045,"protein-coding"
106886667,"protein-coding"
106892211,"protein-coding"
106891119,"protein-coding"
106901977,"protein-coding"
106885187,"protein-coding"
106891228,"protein-coding"
106901711,"protein-coding"
106886281,"protein-coding"
106897872,"protein-coding"
106898218,"protein-coding"
106889681,"protein-coding"
106896921,"protein-coding"
106901783,"protein-coding"
106898630,"protein-coding"
106887315,"protein-coding"
106888202,"protein-coding"
106896065,"protein-coding"
106889953,"protein-coding"
106895125,"protein-coding"
106890345,"protein-coding"
106894108,"protein-coding"
106900364,"protein-coding"
106897196,"protein-coding"
106889450,"protein-coding"
106889218,"protein-coding"
106892895,"protein-coding"
106895156,"protein-coding"
106886972,"protein-coding"
106896249,"protein-coding"
106902540,"protein-coding"
106887115,"protein-coding"
106901464,"protein-coding"
106894054,"protein-coding"
106890817,"protein-coding"
106888059,"protein-coding"
106897198,"protein-coding"
106888935,"protein-coding"
106891803,"protein-coding"
106890765,"protein-coding"
106897532,"protein-coding"
106898635,"protein-coding"
106897173,"protein-coding"
106901156,"protein-coding"
106902599,"protein-coding"
106892554,"protein-coding"
106902231,"protein-coding"
106887785,"protein-coding"
106899016,"protein-coding"
106888728,"protein-coding"
106887870,"protein-coding"
106896502,"protein-coding"
106890039,"protein-coding"
106885921,"protein-coding"
106895485,"protein-coding"
106899491,"protein-coding"
106893479,"protein-coding"
106897081,"protein-coding"
106891580,"protein-coding"
106895750,"protein-coding"
106900492,"protein-coding"
106898743,"protein-coding"
106897495,"protein-coding"
106892812,"protein-coding"
106891567,"protein-coding"
106901108,"protein-coding"
106901474,"protein-coding"
106901267,"protein-coding"
106888754,"protein-coding"
106902010,"protein-coding"
106894774,"protein-coding"
106895798,"protein-coding"
106886913,"protein-coding"
106889595,"protein-coding"
106892909,"protein-coding"
106894985,"protein-coding"
106884645,"protein-coding"
106893232,"protein-coding"
106886998,"protein-coding"
106890409,"protein-coding"
106890866,"protein-coding"
106889005,"protein-coding"
106889186,"protein-coding"
106888985,"protein-coding"
106901347,"protein-coding"
106886105,"protein-coding"
106895415,"protein-coding"
106887660,"protein-coding"
106888521,"protein-coding"
106888543,"protein-coding"
106902868,"protein-coding"
106893267,"protein-coding"
106893370,"protein-coding"
106891826,"protein-coding"
106899980,"protein-coding"
106889489,"protein-coding"
106901907,"protein-coding"
106893189,"protein-coding"
106886235,"protein-coding"
106902013,"protein-coding"
106897274,"protein-coding"
106893972,"protein-coding"
106893948,"protein-coding"
106887593,"protein-coding"
106890272,"protein-coding"
106891603,"protein-coding"
106885119,"protein-coding"
106901677,"protein-coding"
106886297,"protein-coding"
106898437,"protein-coding"
106891122,"protein-coding"
106897923,"protein-coding"
106893276,"protein-coding"
106887462,"protein-coding"
106899269,"protein-coding"
106892746,"protein-coding"
106889113,"protein-coding"
106884721,"protein-coding"
106884526,"protein-coding"
106894259,"protein-coding"
106887176,"protein-coding"
106901578,"protein-coding"
106902378,"protein-coding"
106893135,"protein-coding"
106890895,"protein-coding"
106887571,"protein-coding"
106900657,"protein-coding"
106902553,"protein-coding"
106889335,"protein-coding"
106897603,"protein-coding"
106885767,"protein-coding"
106899313,"protein-coding"
106885347,"protein-coding"
106892413,"protein-coding"
106901263,"protein-coding"
106894471,"protein-coding"
106895102,"protein-coding"
106901009,"protein-coding"
106898287,"protein-coding"
106901494,"protein-coding"
106902811,"protein-coding"
106892154,"protein-coding"
106888074,"protein-coding"
106901807,"protein-coding"
106895176,"protein-coding"
106890127,"protein-coding"
106892798,"protein-coding"
106900152,"protein-coding"
106895874,"protein-coding"
106886021,"protein-coding"
106887140,"protein-coding"
106887969,"protein-coding"
106893236,"protein-coding"
106895211,"protein-coding"
106895824,"protein-coding"
106885379,"protein-coding"
106894551,"protein-coding"
106887192,"protein-coding"
106897487,"protein-coding"
106898905,"protein-coding"
106886506,"protein-coding"
106885424,"protein-coding"
106894904,"protein-coding"
106895784,"protein-coding"
106902178,"protein-coding"
106894389,"protein-coding"
106896415,"protein-coding"
106902441,"protein-coding"
106894419,"protein-coding"
106891157,"protein-coding"
106894847,"protein-coding"
106886864,"protein-coding"
106896484,"protein-coding"
106895223,"protein-coding"
106884553,"protein-coding"
106892905,"protein-coding"
106897394,"protein-coding"
106895274,"protein-coding"
106885854,"protein-coding"
106889941,"protein-coding"
106885512,"protein-coding"
106896021,"protein-coding"
106898418,"protein-coding"
106899413,"protein-coding"
106890199,"protein-coding"
106890341,"protein-coding"
106895588,"protein-coding"
106884704,"protein-coding"
106884775,"protein-coding"
106894828,"protein-coding"
106885707,"protein-coding"
106895891,"protein-coding"
106890500,"protein-coding"
106896590,"protein-coding"
106901133,"protein-coding"
106886206,"protein-coding"
106893835,"protein-coding"
106890304,"protein-coding"
106887433,"protein-coding"
106896662,"protein-coding"
106893595,"protein-coding"
106893581,"protein-coding"
106895525,"protein-coding"
106901470,"protein-coding"
106894303,"protein-coding"
106885940,"protein-coding"
106888139,"protein-coding"
106898859,"protein-coding"
106894625,"protein-coding"
106893532,"protein-coding"
106890709,"protein-coding"
106891260,"protein-coding"
106890705,"protein-coding"
106886462,"protein-coding"
106902541,"protein-coding"
106888079,"protein-coding"
106892562,"protein-coding"
106902115,"protein-coding"
106886158,"protein-coding"
106890064,"protein-coding"
106900850,"protein-coding"
106887444,"protein-coding"
106888242,"protein-coding"
106888244,"protein-coding"
106888324,"protein-coding"
106901654,"protein-coding"
106899807,"protein-coding"
106887972,"protein-coding"
106899394,"protein-coding"
106891886,"protein-coding"
106896103,"protein-coding"
106893775,"protein-coding"
106894653,"protein-coding"
106884835,"protein-coding"
106896117,"protein-coding"
106892111,"protein-coding"
106900886,"protein-coding"
106898741,"protein-coding"
106889093,"protein-coding"
106893648,"protein-coding"
106885249,"protein-coding"
106900782,"protein-coding"
106898342,"protein-coding"
106889577,"protein-coding"
106895281,"protein-coding"
106893480,"protein-coding"
106886560,"protein-coding"
106885039,"protein-coding"
106898558,"protein-coding"
106887947,"protein-coding"
106898547,"protein-coding"
106885122,"protein-coding"
106895842,"protein-coding"
106895661,"protein-coding"
106886110,"protein-coding"
106895736,"protein-coding"
106895844,"protein-coding"
106895843,"protein-coding"
106897776,"protein-coding"
106888756,"protein-coding"
106902383,"protein-coding"
106889544,"protein-coding"
106891427,"protein-coding"
106884917,"protein-coding"
106902650,"protein-coding"
106892190,"protein-coding"
106892693,"protein-coding"
106899128,"protein-coding"
106894158,"protein-coding"
106899121,"protein-coding"
106891499,"protein-coding"
106894157,"protein-coding"
106899113,"protein-coding"
106902312,"protein-coding"
106896002,"protein-coding"
106885024,"protein-coding"
106890627,"protein-coding"
106895646,"protein-coding"
106901903,"protein-coding"
106892595,"protein-coding"
106889854,"protein-coding"
106895351,"protein-coding"
106889227,"protein-coding"
106896052,"protein-coding"
106891165,"protein-coding"
106896468,"protein-coding"
106897396,"protein-coding"
106898082,"protein-coding"
106885883,"protein-coding"
106896428,"protein-coding"
106898426,"protein-coding"
106890228,"protein-coding"
106897696,"protein-coding"
106896666,"protein-coding"
106886052,"protein-coding"
106901469,"protein-coding"
106897568,"protein-coding"
106884777,"protein-coding"
106884679,"protein-coding"
106899425,"protein-coding"
106894489,"protein-coding"
106891930,"protein-coding"
106894365,"protein-coding"
106885624,"protein-coding"
106890569,"protein-coding"
106887470,"protein-coding"
106897257,"protein-coding"
106901939,"protein-coding"
106899199,"protein-coding"
106898216,"protein-coding"
106885172,"protein-coding"
106892089,"protein-coding"
106891537,"protein-coding"
106898260,"protein-coding"
106894199,"protein-coding"
106894242,"protein-coding"
106901619,"protein-coding"
106888405,"protein-coding"
106897753,"protein-coding"
106889903,"protein-coding"
106887973,"protein-coding"
106893301,"protein-coding"
106884598,"protein-coding"
106894800,"protein-coding"
106888333,"protein-coding"
106902144,"protein-coding"
106902740,"protein-coding"
106892186,"protein-coding"
106898853,"protein-coding"
106898856,"protein-coding"
106896536,"protein-coding"
106897238,"protein-coding"
106898138,"protein-coding"
106884872,"protein-coding"
106893907,"protein-coding"
106884547,"protein-coding"
106893113,"protein-coding"
106892983,"protein-coding"
106894538,"protein-coding"
106902850,"protein-coding"
106889010,"protein-coding"
106885057,"protein-coding"
106892765,"protein-coding"
106902693,"protein-coding"
106889205,"protein-coding"
106889751,"protein-coding"
106902781,"protein-coding"
106894113,"protein-coding"
106888631,"protein-coding"
106890350,"protein-coding"
106899603,"protein-coding"
106889893,"protein-coding"
106894651,"protein-coding"
106891299,"protein-coding"
106887145,"protein-coding"
106900003,"protein-coding"
106900826,"protein-coding"
106890554,"protein-coding"
106884766,"protein-coding"
106893870,"protein-coding"
106895611,"protein-coding"
106885546,"protein-coding"
106898513,"protein-coding"
106884688,"protein-coding"
106897840,"protein-coding"
106899881,"protein-coding"
106899784,"protein-coding"
106887277,"protein-coding"
106890338,"protein-coding"
106902722,"protein-coding"
106894819,"protein-coding"
106898899,"protein-coding"
106899329,"protein-coding"
106900823,"protein-coding"
106895800,"protein-coding"
106887609,"protein-coding"
106902215,"protein-coding"
106888174,"protein-coding"
106885105,"protein-coding"
106896645,"protein-coding"
106890730,"protein-coding"
106901247,"protein-coding"
106889599,"protein-coding"
106887944,"protein-coding"
106899722,"protein-coding"
106885555,"protein-coding"
106897916,"protein-coding"
106900892,"protein-coding"
106885544,"protein-coding"
106901721,"protein-coding"
106902295,"protein-coding"
106890509,"protein-coding"
106901840,"protein-coding"
106894645,"protein-coding"
106888152,"protein-coding"
106889121,"protein-coding"
106899702,"protein-coding"
106894655,"protein-coding"
106889994,"protein-coding"
106899134,"protein-coding"
106884681,"protein-coding"
106901712,"protein-coding"
106896431,"protein-coding"
106902244,"protein-coding"
106889345,"protein-coding"
106886833,"protein-coding"
106900444,"protein-coding"
106887875,"protein-coding"
106886329,"protein-coding"
106890391,"protein-coding"
106893275,"protein-coding"
106888946,"protein-coding"
106901731,"protein-coding"
106884888,"protein-coding"
106901250,"protein-coding"
106892916,"protein-coding"
106890944,"protein-coding"
106892970,"protein-coding"
106886057,"protein-coding"
106897938,"protein-coding"
106885696,"protein-coding"
106893255,"protein-coding"
106885141,"protein-coding"
106887658,"protein-coding"
106895947,"protein-coding"
106885694,"protein-coding"
106896342,"protein-coding"
106890014,"protein-coding"
106902876,"protein-coding"
106897171,"protein-coding"
106899719,"protein-coding"
106886772,"protein-coding"
106901658,"protein-coding"
106884969,"protein-coding"
106898055,"protein-coding"
106885486,"protein-coding"
106891333,"protein-coding"
106897251,"protein-coding"
106895536,"protein-coding"
106889246,"protein-coding"
106901334,"protein-coding"
106896612,"protein-coding"
106895795,"protein-coding"
106886618,"protein-coding"
106895447,"protein-coding"
106886732,"protein-coding"
106891308,"protein-coding"
106887333,"protein-coding"
106898360,"protein-coding"
106900258,"protein-coding"
106891234,"protein-coding"
106884918,"protein-coding"
106893888,"protein-coding"
106898195,"protein-coding"
106897984,"protein-coding"
106895267,"protein-coding"
106885579,"protein-coding"
106895109,"protein-coding"
106895051,"protein-coding"
106901601,"protein-coding"
106888571,"protein-coding"
106902012,"protein-coding"
106893754,"protein-coding"
106896829,"protein-coding"
106894386,"protein-coding"
106890710,"protein-coding"
106894035,"protein-coding"
106893435,"protein-coding"
106891540,"protein-coding"
106899615,"protein-coding"
106902525,"protein-coding"
106893177,"protein-coding"
106886387,"protein-coding"
106902521,"protein-coding"
106886121,"protein-coding"
106893015,"protein-coding"
106890017,"protein-coding"
106889096,"protein-coding"
106894608,"protein-coding"
106894582,"protein-coding"
106888187,"protein-coding"
106888883,"protein-coding"
106887368,"protein-coding"
106892600,"protein-coding"
106889343,"protein-coding"
106886479,"protein-coding"
106890937,"protein-coding"
106887835,"protein-coding"
106895262,"protein-coding"
106895096,"protein-coding"
106898280,"protein-coding"
106896291,"protein-coding"
106899791,"protein-coding"
106894808,"protein-coding"
106891285,"protein-coding"
106900448,"protein-coding"
106894520,"protein-coding"
106901065,"protein-coding"
106902913,"protein-coding"
106894934,"protein-coding"
106895042,"protein-coding"
106893700,"protein-coding"
106894197,"protein-coding"
106890365,"protein-coding"
106888325,"protein-coding"
106892267,"protein-coding"
106893642,"protein-coding"
106892712,"protein-coding"
106885270,"protein-coding"
106896945,"protein-coding"
106885056,"protein-coding"
106891217,"protein-coding"
106898127,"protein-coding"
106892845,"protein-coding"
106889052,"protein-coding"
106885994,"protein-coding"
106888179,"protein-coding"
106894447,"protein-coding"
106889051,"protein-coding"
106891563,"protein-coding"
106889780,"protein-coding"
106892239,"protein-coding"
106884603,"protein-coding"
106897990,"protein-coding"
106887573,"protein-coding"
106888667,"protein-coding"
106899610,"protein-coding"
106895928,"protein-coding"
106889513,"protein-coding"
106900606,"protein-coding"
106899363,"protein-coding"
106902900,"protein-coding"
106888006,"protein-coding"
106901615,"protein-coding"
106901975,"protein-coding"
106893385,"protein-coding"
106892602,"protein-coding"
106895873,"protein-coding"
106896237,"protein-coding"
106891277,"protein-coding"
106902577,"protein-coding"
106887765,"protein-coding"
106895976,"protein-coding"
106899010,"protein-coding"
106891950,"protein-coding"
106900381,"protein-coding"
106900008,"protein-coding"
106891225,"protein-coding"
106888015,"protein-coding"
106902664,"protein-coding"
106888049,"protein-coding"
106890317,"protein-coding"
106898668,"protein-coding"
106896773,"protein-coding"
106902257,"protein-coding"
106889454,"protein-coding"
106891557,"protein-coding"
106898419,"protein-coding"
106893349,"protein-coding"
106887644,"protein-coding"
106897940,"protein-coding"
106887306,"protein-coding"
106893121,"protein-coding"
106884641,"protein-coding"
106901281,"protein-coding"
106901884,"protein-coding"
106901836,"protein-coding"
106900443,"protein-coding"
106894633,"protein-coding"
106901005,"protein-coding"
106895822,"protein-coding"
106890673,"protein-coding"
106887042,"protein-coding"
106894340,"protein-coding"
106884882,"protein-coding"
106887683,"protein-coding"
106887957,"protein-coding"
106893478,"protein-coding"
106887938,"protein-coding"
106894617,"protein-coding"
106889792,"protein-coding"
106893225,"protein-coding"
106894768,"protein-coding"
106901187,"protein-coding"
106899309,"protein-coding"
106900784,"protein-coding"
106895001,"protein-coding"
106895545,"protein-coding"
106894491,"protein-coding"
106889628,"protein-coding"
106891841,"protein-coding"
106894394,"protein-coding"
106901612,"protein-coding"
106899153,"protein-coding"
106891846,"protein-coding"
106885345,"protein-coding"
106893399,"protein-coding"
106891787,"protein-coding"
106893675,"protein-coding"
106887989,"protein-coding"
106885398,"protein-coding"
106901666,"protein-coding"
106895931,"protein-coding"
106885099,"protein-coding"
106896879,"protein-coding"
106888273,"protein-coding"
106895081,"protein-coding"
106898909,"protein-coding"
106886447,"protein-coding"
106894465,"protein-coding"
106886811,"protein-coding"
106894547,"protein-coding"
106896801,"protein-coding"
106896030,"protein-coding"
106887384,"protein-coding"
106899397,"protein-coding"
106890244,"protein-coding"
106887263,"protein-coding"
106890193,"protein-coding"
106888045,"protein-coding"
106896519,"protein-coding"
106900903,"protein-coding"
106900439,"protein-coding"
106884712,"protein-coding"
106890838,"protein-coding"
106886520,"protein-coding"
106900967,"protein-coding"
106893664,"protein-coding"
106885115,"protein-coding"
106902259,"protein-coding"
106899103,"protein-coding"
106886361,"protein-coding"
106899281,"protein-coding"
106884574,"protein-coding"
106891037,"protein-coding"
106902635,"protein-coding"
106896598,"protein-coding"
106892951,"protein-coding"
106892305,"protein-coding"
106886472,"protein-coding"
106893279,"protein-coding"
106890756,"protein-coding"
106901475,"protein-coding"
106891795,"protein-coding"
106889592,"protein-coding"
106886646,"protein-coding"
106893462,"protein-coding"
106898539,"protein-coding"
106890431,"protein-coding"
106898271,"protein-coding"
106885340,"protein-coding"
106887771,"protein-coding"
106897907,"protein-coding"
106889331,"protein-coding"
106895605,"protein-coding"
106899726,"protein-coding"
106890267,"protein-coding"
106896994,"protein-coding"
106889956,"protein-coding"
106896129,"protein-coding"
106888682,"protein-coding"
106897662,"protein-coding"
106896086,"protein-coding"
106902490,"protein-coding"
106897359,"protein-coding"
106888267,"protein-coding"
106893465,"protein-coding"
106889494,"protein-coding"
106886664,"protein-coding"
106895672,"protein-coding"
106892741,"protein-coding"
106895325,"protein-coding"
106897310,"protein-coding"
106898086,"protein-coding"
106895361,"protein-coding"
106898240,"protein-coding"
106889071,"protein-coding"
106893728,"protein-coding"
106897243,"protein-coding"
106888707,"protein-coding"
106891450,"protein-coding"
106886598,"protein-coding"
106886605,"protein-coding"
106886397,"protein-coding"
106894327,"protein-coding"
106895595,"protein-coding"
106886516,"protein-coding"
106894964,"protein-coding"
106891247,"protein-coding"
106898410,"protein-coding"
106891291,"protein-coding"
106897794,"protein-coding"
106895305,"protein-coding"
106895099,"protein-coding"
106890885,"protein-coding"
106895177,"protein-coding"
106889314,"protein-coding"
106900829,"protein-coding"
106895675,"protein-coding"
106902239,"protein-coding"
106885456,"protein-coding"
106891351,"protein-coding"
106902902,"protein-coding"
106889855,"protein-coding"
106895413,"protein-coding"
106895396,"protein-coding"
106895093,"protein-coding"
106891761,"protein-coding"
106896791,"protein-coding"
106895205,"protein-coding"
106887639,"protein-coding"
106890638,"protein-coding"
106888500,"protein-coding"
106891883,"protein-coding"
106893731,"protein-coding"
106895726,"protein-coding"
106885608,"protein-coding"
106887360,"protein-coding"
106885209,"protein-coding"
106897481,"protein-coding"
106888566,"protein-coding"
106896569,"protein-coding"
106894069,"protein-coding"
106900400,"protein-coding"
106887958,"protein-coding"
106887012,"protein-coding"
106890073,"protein-coding"
106896585,"protein-coding"
106900973,"protein-coding"
106896486,"protein-coding"
106895186,"protein-coding"
106885373,"protein-coding"
106888548,"protein-coding"
106894296,"protein-coding"
106893127,"protein-coding"
106887908,"protein-coding"
106899330,"protein-coding"
106898806,"protein-coding"
106899318,"protein-coding"
106885545,"protein-coding"
106899877,"protein-coding"
106893337,"protein-coding"
106892962,"protein-coding"
106892185,"protein-coding"
106896703,"protein-coding"
106885964,"protein-coding"
106884530,"protein-coding"
106891096,"protein-coding"
106898455,"protein-coding"
106901639,"protein-coding"
106892020,"protein-coding"
106888964,"protein-coding"
106898710,"protein-coding"
106893987,"protein-coding"
106888894,"protein-coding"
106893857,"protein-coding"
106893166,"protein-coding"
106896896,"protein-coding"
106888040,"protein-coding"
106886816,"protein-coding"
106885011,"protein-coding"
106894574,"protein-coding"
106891127,"protein-coding"
106894923,"protein-coding"
106902526,"protein-coding"
106902849,"protein-coding"
106890805,"protein-coding"
106890207,"protein-coding"
106888936,"protein-coding"
106901314,"protein-coding"
106898075,"protein-coding"
106897219,"protein-coding"
106885932,"protein-coding"
106885856,"protein-coding"
106902460,"protein-coding"
106886587,"protein-coding"
106889055,"protein-coding"
106896593,"protein-coding"
106886890,"protein-coding"
106892967,"protein-coding"
106890647,"protein-coding"
106894464,"protein-coding"
106895300,"protein-coding"
106892652,"protein-coding"
106890423,"protein-coding"
106900961,"protein-coding"
106900692,"protein-coding"
106899821,"protein-coding"
106902436,"protein-coding"
106897538,"protein-coding"
106898447,"protein-coding"
106899793,"protein-coding"
106894590,"protein-coding"
106893208,"protein-coding"
106888501,"protein-coding"
106888502,"protein-coding"
106888504,"protein-coding"
106888515,"protein-coding"
106896434,"protein-coding"
106889175,"protein-coding"
106893504,"protein-coding"
106893148,"protein-coding"
106887791,"protein-coding"
106887949,"protein-coding"
106899886,"protein-coding"
106901376,"protein-coding"
106892597,"protein-coding"
106899765,"protein-coding"
106889583,"protein-coding"
106901961,"protein-coding"
106899225,"protein-coding"
106896427,"protein-coding"
106889701,"protein-coding"
106893519,"protein-coding"
106886809,"protein-coding"
106885354,"protein-coding"
106902809,"protein-coding"
106891760,"protein-coding"
106898812,"protein-coding"
106902155,"protein-coding"
106899631,"protein-coding"
106886852,"protein-coding"
106899911,"protein-coding"
106891709,"protein-coding"
106896256,"protein-coding"
106887323,"protein-coding"
106885293,"protein-coding"
106886471,"protein-coding"
106891860,"protein-coding"
106891195,"protein-coding"
106899212,"protein-coding"
106893589,"protein-coding"
106901190,"protein-coding"
106890571,"protein-coding"
106901696,"protein-coding"
106900445,"protein-coding"
106887851,"protein-coding"
106893057,"protein-coding"
106893551,"protein-coding"
106897211,"protein-coding"
106897551,"protein-coding"
106900965,"protein-coding"
106894709,"protein-coding"
106884653,"protein-coding"
106885717,"protein-coding"
106893183,"protein-coding"
106889498,"protein-coding"
106891316,"protein-coding"
106892622,"protein-coding"
106896350,"protein-coding"
106890830,"protein-coding"
106899368,"protein-coding"
106901173,"protein-coding"
106896568,"protein-coding"
106887589,"protein-coding"
106901367,"protein-coding"
106885216,"protein-coding"
106899484,"protein-coding"
106892810,"protein-coding"
106893322,"protein-coding"
106887000,"protein-coding"
106902817,"protein-coding"
106884678,"protein-coding"
106890447,"protein-coding"
106892295,"protein-coding"
106891805,"protein-coding"
106892029,"protein-coding"
106898679,"protein-coding"
106885823,"protein-coding"
106891836,"protein-coding"
106897582,"protein-coding"
106893193,"protein-coding"
106895528,"protein-coding"
106895000,"protein-coding"
106902773,"protein-coding"
106893693,"protein-coding"
106886449,"protein-coding"
106886669,"protein-coding"
106901226,"protein-coding"
106893221,"protein-coding"
106891654,"protein-coding"
106886930,"protein-coding"
106896170,"protein-coding"
106889849,"protein-coding"
106884578,"protein-coding"
106889944,"protein-coding"
106887053,"protein-coding"
106887169,"protein-coding"
106886261,"protein-coding"
106888898,"protein-coding"
106893637,"protein-coding"
106884535,"protein-coding"
106890749,"protein-coding"
106900873,"protein-coding"
106899645,"protein-coding"
106894750,"protein-coding"
106894320,"protein-coding"
106896914,"protein-coding"
106894553,"protein-coding"
106893049,"protein-coding"
106896607,"protein-coding"
106894020,"protein-coding"
106897596,"protein-coding"
106902171,"protein-coding"
106892143,"protein-coding"
106896871,"protein-coding"
106885064,"protein-coding"
106898187,"protein-coding"
106893260,"protein-coding"
106900098,"protein-coding"
106900230,"protein-coding"
106895622,"protein-coding"
106894803,"protein-coding"
106895521,"protein-coding"
106890652,"protein-coding"
106901349,"protein-coding"
106891745,"protein-coding"
106890722,"protein-coding"
106900918,"protein-coding"
